microRNA ID	P-value (CE CL1-5 vs. CE CL1-0)	FDR step up (CE CL1-5 vs. CE CL1-0)	Ratio (CE CL1-5 vs. CE CL1-0)	Log2(Ratio) (CE CL1-5 vs. CE CL1-0)	Fold change (CE CL1-5 vs. CE CL1-0)	LSMean(CE CL1-5) (CE CL1-5 vs. CE CL1-0)	LSMean(CE CL1-0) (CE CL1-5 vs. CE CL1-0)
hsa-miR-574-3p	0.32886361385451535E0	0.6311557886972735E0	1.7895060137149497E0	0.8395613920036167E0	1.7895060137149497E0	1051.5423646359668E0	587.6159993168526E0
hsa-miR-2277-5p	0.3288706710145683E0	0.6311557886972735E0	0.17808997663691595E0	-2.4893217747597243E0	-5.615139149794867E0	4.545637902581433E0	25.524389355013867E0
hsa-miR-331-3p	0.3291175399807565E0	0.6311557886972735E0	1.3640826521960154E0	0.447931062471101E0	1.3640826521960154E0	128.805225710037E0	94.42626185145156E0
hsa-miR-499a-5p	0.33754096893393376E0	0.6452675936087188E0	0.7629999508043225E0	-0.39024513084769064E0	-1.310616074019195E0	9.783473611828795E0	12.822377775991171E0
hsa-miR-375-3p	0.34446373102818667E0	0.6564308836574878E0	0.24820002844248246E0	-2.0104248140934438E0	-4.029008402115227E0	11.76201566376237E0	47.38925994626153E0
hsa-miR-1268b	0.34586282200651E0	0.6570309408650316E0	1.5274249705127037E0	0.6111015143629753E0	1.5274249705127037E0	3.771294597550323E0	2.46905391105048E0
hsa-miR-147b-3p	0.34871194792410753E0	0.6603732513812786E0	1.337652309681456E0	0.41970317107391153E0	1.337652309681456E0	12.961807050548348E0	9.68996723296373E0
hsa-miR-26a-1-3p	0.3501568695011543E0	0.6610438097124596E0	1.5198405708760971E0	0.6039199949387672E0	1.5198405708760971E0	108.08794880860302E0	71.11795202220185E0
hsa-miR-141-3p	0.35894986034409837E0	0.6733523406757069E0	0.3532177360283964E0	-1.5013703084191372E0	-2.8311149129827573E0	59.76526547905024E0	169.2023344058486E0
hsa-miR-1307-3p	0.3595195341466142E0	0.6733523406757069E0	0.6999342361536381E0	-0.514708718018433E0	-1.4287056531129538E0	55.54465373061885E0	79.35696078991782E0
hsa-miR-424-3p	0.3600101623414671E0	0.6733523406757069E0	1.7008541298748234E0	0.7662594166449319E0	1.7008541298748234E0	42.826912615625815E0	25.17965054118804E0
hsa-miR-222-3p	0.36248484380534773E0	0.6757117003723707E0	1.3041058569052575E0	0.3830609807912504E0	1.3041058569052575E0	306.52674289723836E0	235.04743979212344E0
hsa-miR-550a-3p	0.363501673797678E0	0.6757117003723707E0	4.451858249834094E0	2.1544076570291293E0	4.451858249834094E0	3.809571026790408E0	0.8557260388898662E0
hsa-miR-766-3p	0.3679286382532507E0	0.681849403001437E0	0.6352345141405253E0	-0.6546387944552285E0	-1.57422176808671E0	1.6779232578973549E0	2.641423317963394E0
hsa-miR-142-5p	0.3713545231320212E0	0.6852843097788577E0	0.5606381712760224E0	-0.8348581206991451E0	-1.783681617189893E0	2.76288535696375E0	4.928107822100969E0
hsa-miR-766-5p	0.37204379194264714E0	0.6852843097788577E0	0.5819430496274755E0	-0.7810501205169906E0	-1.718381206958549E0	2.37571370444833E0	4.082381783211119E0
hsa-miR-615-3p	0.37549457453834506E0	0.6895445823340519E0	2.0076959030991635E0	1.0055407671400105E0	2.0076959030991635E0	195.90051295821684E0	97.57479339015367E0
hsa-miR-3679-5p	0.38028786643998824E0	0.6962370001892232E0	0.18864453729682384E0	-2.4062577711978017E0	-5.300975126709045E0	1.0566856698265086E0	5.601464454077931E0
hsa-miR-1277-3p	0.3868098037765137E0	0.7060444008691785E0	0.7924873433703807E0	-0.3355402003956905E0	-1.2618498053824883E0	37.431563829302995E0	47.23301153502331E0
hsa-miR-1180-3p	0.3889912956861314E0	0.7078940696270138E0	1.4543519526346933E0	0.5403764431755529E0	1.4543519526346933E0	60.85904229834591E0	41.84615847920759E0
hsa-miR-365b-3p	0.3933005795716097E0	0.7135932671269326E0	1.4444922785889192E0	0.5305624921190407E0	1.4444922785889192E0	742.3803786857836E0	513.9386271866315E0
hsa-miR-548o-3p	0.3952311893729356E0	0.7149555246567134E0	1.2286129858082093E0	0.2970305370406297E0	1.2286129858082093E0	5.439217855447681E0	4.427120597036931E0
hsa-miR-627-5p	0.3969721985950044E0	0.7159677153231329E0	1.486634464606356E0	0.572049959476526E0	1.486634464606356E0	60.2760811395152E0	40.545327429523496E0
hsa-miR-545-5p	0.4043934840859211E0	0.7271882829556919E0	1.2542403988511293E0	0.3268138943845466E0	1.2542403988511293E0	34.05744088426824E0	27.153838222849167E0
hsa-miR-18b-5p	0.4120073549733199E0	0.738687742940331E0	0.023316249144203934E0	-5.4225204671149845E0	-42.88854497201943E0	17.69323445944494E0	758.8370822960437E0
hsa-miR-7-5p	0.4139039877338975E0	0.7398991639136929E0	1.6385328937585242E0	0.7124046354598346E0	1.6385328937585242E0	7726.9114364540255E0	4715.749964643932E0
hsa-miR-545-3p	0.4164345463600816E0	0.7408297647798843E0	0.7783045916592118E0	-0.3615932264646036E0	-1.2848440195735857E0	10.442987629139717E0	13.417610202349017E0
hsa-miR-27a-3p	0.4177540803968354E0	0.7408297647798843E0	0.8312558035586328E0	-0.26663558692177447E0	-1.2029991197883585E0	7815.018579957135E0	9401.460473111529E0
hsa-miR-569	0.4180920454698357E0	0.7408297647798843E0	0.05988715092561309E0	-4.06160969067366E0	-16.69807270080552E0	2.3757137044483425E0	39.66984017203858E0
hsa-miR-4662a-5p	0.4247097832233598E0	0.7495796870300878E0	11.232336383180693E0	3.4895861417571243E0	11.232336383180693E0	16.297653566343048E0	1.4509584652477159E0
hsa-miR-96-5p	0.42550398075635354E0	0.7495796870300878E0	0.5681102645967568E0	-0.8157571251078017E0	-1.7602216723012343E0	1834.8265148568657E0	3229.701396672395E0
hsa-miR-210-3p	0.4405144175609352E0	0.771305698114977E0	12.283611313289295E0	3.6186628622599106E0	12.283611313289295E0	2562.641883824133E0	208.62284041552175E0
hsa-miR-4791	0.44112776489852606E0	0.771305698114977E0	0.7980602933897075E0	-0.3254303488302264E0	-1.2530381579975207E0	3.733018168310262E0	4.6776142095689535E0
hsa-miR-3171	0.4416552429800281E0	0.771305698114977E0	1.9404933920922283E0	0.95642352036273E0	1.9404933920922283E0	3.1500570094794824E0	1.6233278721606215E0
hsa-miR-181d-5p	0.4498818665342862E0	0.7834149744821189E0	0.12086341468058981E0	-3.048550487575284E0	-8.273802313485323E0	3.384122945034779E0	27.99956426173903E0
hsa-miR-142-3p	0.4551813749433051E0	0.7884874845132166E0	1.4608527398633084E0	0.5468107557070724E0	1.4608527398633084E0	37.082668606027255E0	25.384261939450198E0
hsa-miR-3065-5p	0.45539706201258384E0	0.7884874845132166E0	0.06771370946378055E0	-3.88440823524967E0	-14.768058166048204E0	11.566226157446314E0	170.81070073250058E0
hsa-miR-1260a	0.45680470125479566E0	0.7886713645595617E0	0.7173830301987837E0	-0.4791844763519234E0	-1.3939554713510638E0	10.715329993935143E0	14.936692873215861E0
hsa-miR-6807-5p	0.46997614834216267E0	0.8064630165684621E0	0.24735044589913693E0	-2.015371594639285E0	-4.04284696704276E0	0.35889522327548207E0	1.4509584652477088E0
hsa-miR-3605-3p	0.470877068106516E0	0.8064630165684621E0	10.423204152223635E0	3.3817269333426974E0	10.423204152223635E0	30.14304056975758E0	2.8919169304954124E0
hsa-miR-126-3p	0.4711021581934581E0	0.8064630165684621E0	0.3590761170039547E0	-1.477638395729964E0	-2.784924846419085E0	8289.539510224182E0	23085.744551389012E0
hsa-miR-183-5p	0.4740225139969431E0	0.8078324169071548E0	0.5346347237266847E0	-0.903374553375522E0	-1.8704359362023382E0	1425.9289760111533E0	2667.1087994854925E0
hsa-miR-328-3p	0.47456821851311404E0	0.8078324169071548E0	1.6397722320950012E0	0.7134954353021652E0	1.6397722320950012E0	31.581305252214577E0	19.259568268959015E0
hsa-miR-107	0.4762939376455837E0	0.8084989529782177E0	0.7988012211467281E0	-0.3240915566210223E0	-1.2518759029492201E0	1147.6358595817824E0	1436.6976780253513E0
hsa-miR-671-5p	0.4797080655345494E0	0.8120197980836228E0	0.6211105177767121E0	-0.6870780965507763E0	-1.6100194271053994E0	72.41526845579239E0	116.58998904225535E0
hsa-miR-491-3p	0.481683537587333E0	0.8130925453424062E0	1.1431223630819238E0	0.19297984201509008E0	1.1431223630819238E0	13.5830446386192E0	11.882406535807506E0
hsa-miR-935	0.48312206774458905E0	0.8132554807033916E0	12.466725396854363E0	3.640010660767163E0	12.466725396854363E0	834.6947116688534E0	66.95380581045129E0
hsa-miR-501-5p	0.486500830602209E0	0.8144262293636442E0	0.08962840588229729E0	-3.4799001524607176E0	-11.157177126559967E0	0.3588952232754892E0	4.004257577592E0
hsa-miR-19a-3p	0.4865054373426389E0	0.8144262293636442E0	1.4472676390116745E0	0.5333317399556966E0	1.4472676390116745E0	9642.974836996407E0	6662.882922594404E0
hsa-miR-105-5p	0.4939623716091581E0	0.8246313972318178E0	1.3180886597410635E0	0.39844741485798013E0	1.3180886597410635E0	88.35402679885976E0	67.03193001607036E0
hsa-miR-365a-3p	0.49565505906520524E0	0.8247107664707307E0	1.4726564365969137E0	0.5584208960692499E0	1.4726564365969137E0	835.6516223998557E0	567.4450615761389E0
hsa-miR-1268a	0.4967317322802256E0	0.8247107664707307E0	0.5775705186445156E0	-0.7919309913237207E0	-1.7313903111725173E0	3.7330181683102523E0	6.463311488642489E0
hsa-miR-7974	0.5018198756925445E0	0.8308820892614261E0	0.8263725506494193E0	-0.2751357614245383E0	-1.2101079582255394E0	75.05332452503602E0	90.82262530195516E0
hsa-miR-28-3p	0.5096616190378098E0	0.8415665971033045E0	0.7804965434614687E0	-0.35753585184758624E0	-1.281235654888416E0	1131.2408016361546E0	1449.3860493814536E0
hsa-miR-140-3p	0.5111948959269401E0	0.8418046384014286E0	0.5715618733703409E0	-0.8070184117182941E0	-1.7495918580140397E0	157.45731780798246E0	275.4860412475989E0
hsa-miR-1291	0.5174446506285061E0	0.8496679063866643E0	0.01652257805668451E0	-5.919417378355783E0	-60.52324259381736E0	0.010000000000005116E0	0.6052324263578441E0
hsa-miR-92b-3p	0.5190539988277515E0	0.8496679063866643E0	0.5987665507111314E0	-0.739934465460065E0	-1.6700999727061232E0	150.12611075908217E0	250.72561350293552E0
hsa-miR-579-5p	0.5201762265172483E0	0.8496679063866643E0	0.2369304240694716E0	-2.0774646289562537E0	-4.220648335592329E0	5.205151919892412E0	21.96911579254148E0
hsa-miR-30b-3p	0.5229683990047533E0	0.8513486695033066E0	6.859492423399375E0	2.7781018263489856E0	6.859492423399375E0	48.95392091762409E0	7.136668120619433E0
hsa-miR-186-5p	0.524014940139824E0	0.8513486695033066E0	1.1370132915876783E0	0.18524911930979793E0	1.1370132915876783E0	2291.2503569265255E0	2015.1482606482414E0
hsa-miR-629-3p	0.5256897855129345E0	0.8517068363058369E0	0.14983596471840246E0	-2.7385441433647584E0	-6.6739651049691044E0	4.779703838136751E0	31.89957663803723E0
hsa-miR-103a-2-5p	0.529688728650622E0	0.8517068363058369E0	1.5598745752216345E0	0.6414300310231866E0	1.5598745752216345E0	3.4606758035149094E0	2.218560298518466E0
hsa-miR-675-5p	0.529688728650622E0	0.8517068363058369E0	1.5598745752216345E0	0.6414300310231866E0	1.5598745752216345E0	3.4606758035149094E0	2.218560298518466E0
hsa-miR-106a-5p	0.5298572232463705E0	0.8517068363058369E0	0.12216759773743459E0	-3.0330664020565723E0	-8.185476497206919E0	15.599863119792047E0	127.69231297203777E0
hsa-miR-181c-3p	0.5315333149800371E0	0.8521407113172023E0	0.16326867137615983E0	-2.614680107333282E0	-6.124873753005979E0	6.834798748549677E0	41.86227947488236E0
hsa-miR-130b-3p	0.5366218278473153E0	0.8580285690645727E0	1.1561839360499524E0	0.20937093288857583E0	1.1561839360499524E0	2336.874433032287E0	2021.1960745267197E0
hsa-miR-93-5p	0.5406094242956588E0	0.860275675090191E0	0.7988579593207957E0	-0.32398908685351296E0	-1.2517869895797484E0	33040.360796431334E0	41359.49377756205E0
hsa-let-7d-3p	0.5408884574778909E0	0.860275675090191E0	5.3096836046888845E0	2.408625895766539E0	5.3096836046888845E0	14.940349102481093E0	2.8137927248763503E0
hsa-miR-1305	0.5436151613327014E0	0.860275675090191E0	1.3533522894499275E0	0.43653743435225784E0	1.3533522894499275E0	7.919760847616239E0	5.851958066609953E0
hsa-miR-1255a	0.5437055834315894E0	0.860275675090191E0	5.702431554933155E0	2.5115772252811888E0	5.702431554933155E0	12.651188256512924E0	2.2185602985184616E0
hsa-miR-361-5p	0.5486819220494398E0	0.8636701395565906E0	0.7873485624487904E0	-0.3449256307064145E0	-1.2700855093833243E0	1653.1506931893855E0	2099.6427403316093E0
hsa-miR-3662	0.5509838771294067E0	0.8636701395565906E0	0.8640798985373433E0	-0.21076337521371316E0	-1.157300385870257E0	37.15922146450764E0	43.00438134057398E0
hsa-miR-21-5p	0.5519160989561305E0	0.8636701395565906E0	0.9088819387252794E0	-0.13783519043228012E0	-1.1002529122787004E0	131082.59960667018E0	144224.01196862862E0
hsa-miR-320c	0.5520849944770899E0	0.8636701395565906E0	0.7170367807008245E0	-0.4798809704180571E0	-1.3946285977444701E0	7.183693971825278E0	10.018585051114854E0
hsa-miR-3909	0.5529769210362329E0	0.8636701395565906E0	1.0470495749820043E0	0.06632975161684539E0	1.0470495749820043E0	3.7330181683102626E0	3.5652735624723766E0
hsa-miR-200c-5p	0.5561669837474521E0	0.8637640703462356E0	0.8802713054503107E0	-0.18397985442856912E0	-1.136013401559694E0	5.013769773692038E0	5.695709655371731E0
hsa-miR-4454	0.5571968119805651E0	0.8637640703462356E0	0.7189790902009444E0	-0.47597828097113304E0	-1.3908610328577347E0	8.306932500131694E0	11.553788717656374E0
hsa-miR-449a	0.5585090054930091E0	0.8637640703462356E0	0.20677178998541873E0	-2.27388872366523E0	-4.836249664765773E0	20.25033031009372E0	97.93565319965424E0
hsa-miR-193b-5p	0.5587384745473999E0	0.8637640703462356E0	1.3290850069512523E0	0.4104333809007629E0	1.3290850069512523E0	58.301946447697276E0	43.866228375138576E0
hsa-miR-200c-3p	0.5602356778942412E0	0.8638748620964636E0	0.6304105597477626E0	-0.6656363938999639E0	-1.5862678448789247E0	45.575390612473996E0	72.29477665199718E0
hsa-miR-3157-5p	0.5646696059889803E0	0.8666918600172362E0	1.3682081815668286E0	0.4522877621414996E0	1.3682081815668286E0	16.493443072658252E0	12.054775942720418E0
hsa-miR-103a-3p	0.5663391248676897E0	0.8666918600172362E0	0.8616962282523599E0	-0.21474872584262622E0	-1.160501772217501E0	9498.305535796619E0	11022.80040763236E0
hsa-miR-643	0.5668453124204026E0	0.8666918600172362E0	0.8257884321637453E0	-0.2761558858391098E0	-1.2109639237495522E0	4.354255756381116E0	5.272846635926797E0
hsa-miR-1287-5p	0.5677832812324138E0	0.8666918600172362E0	0.16644555765210714E0	-2.5868777286975613E0	-6.007970498618714E0	1.0184092405864253E0	6.118572674816663E0
hsa-miR-2116-5p	0.5744069813586572E0	0.8745995746315233E0	1.0786962717212445E0	0.10928870267032402E0	1.0786962717212445E0	3.035227721759266E0	2.8137927248763104E0
hsa-miR-100-3p	0.5784710851171332E0	0.8766323680282171E0	7.610548075956824E0	2.928000353596465E0	7.610548075956824E0	4804.330304325311E0	631.272577839236E0
hsa-miR-21-3p	0.5786352264212654E0	0.8766323680282171E0	1.2946790169264917E0	0.37259446232247284E0	1.2946790169264917E0	2861.075351092749E0	2209.8723417639285E0
hsa-miR-551a	0.5808297057021345E0	0.8777625976446223E0	0.081607511555893E0	-3.615154238733825E0	-12.253773959460824E0	17.889023965760195E0	219.2080561245649E0
hsa-miR-301a-3p	0.5841684035880447E0	0.8806120710804852E0	0.598339877564103E0	-0.7409628773787132E0	-1.6712909125681084E0	1593.8549827859506E0	2663.7953489125966E0
hsa-miR-455-5p	0.5915276987758196E0	0.8860598508003825E0	6.847355714128933E0	2.7755469611199493E0	6.847355714128933E0	1797.5671093894864E0	262.51989583312434E0
hsa-miR-26b-3p	0.5927746801965349E0	0.8860598508003825E0	0.9111268537302152E0	-0.13427616434321124E0	-1.097542011747247E0	10.055815976624144E0	11.03668049691764E0
hsa-miR-1301-3p	0.5940527978864034E0	0.8860598508003825E0	0.20527040881176564E0	-2.284402427194777E0	-4.871622781815604E0	10.791882852415192E0	52.57398237656922E0
hsa-miR-126-5p	0.5946637469744503E0	0.8860598508003825E0	0.3794738515276436E0	-1.3979276178661255E0	-2.6352276868994036E0	4684.192976531965E0	12343.915024556634E0
hsa-miR-25-5p	0.5950930021052074E0	0.8860598508003825E0	0.8400735026430396E0	-0.2514125321633737E0	-1.1903720291781608E0	85.06086407242037E0	101.25407337251454E0
hsa-miR-548j-5p	0.6006644828250616E0	0.8921634230195767E0	0.16987479049006401E0	-2.5574563231979015E0	-5.886688643530601E0	4.469085044101318E0	26.308112183959302E0
hsa-miR-378c	0.6074846159411857E0	0.8980897397489751E0	0.22195713381985824E0	-2.1716470164963257E0	-4.505374451319082E0	25.6412717363014E0	115.52353060942852E0
hsa-miR-548h-5p	0.6076184707872604E0	0.8980897397489751E0	1.4496426947424805E0	0.5356973512433277E0	1.4496426947424805E0	2.1033713396529983E0	1.4509584652477108E0
hsa-miR-205-5p	0.6112583140623791E0	0.9012713827781064E0	35.889522305186716E0	5.16549081568625E0	35.889522305186716E0	0.3588952232767042E0	0.010000000000218279E0
hsa-let-7g-3p	0.6169573313001501E0	0.9074663659414829E0	4.165248195612226E0	2.058402464356849E0	4.165248195612226E0	7.80493155989603E0	1.8738214846926482E0
hsa-miR-181c-5p	0.6198819417949175E0	0.9081758565035328E0	0.23504235589973477E0	-2.0890073332447665E0	-4.254552317483508E0	1.0184092405864327E0	4.33287539574313E0
hsa-miR-561-3p	0.6204369712746908E0	0.9081758565035328E0	0.12268134063673514E0	-3.027012257605711E0	-8.151198827872644E0	23.045899456412545E0	187.8517087029411E0
hsa-miR-151a-3p	0.6280195361863351E0	0.9170598528407689E0	1.1963593802453931E0	0.2586508328606316E0	1.1963593802453931E0	2213.985609693772E0	1850.6024579107789E0
hsa-miR-942-5p	0.6308147032339031E0	0.9189271878840031E0	0.8351736182387396E0	-0.2598519546238101E0	-1.1973558289698558E0	198.7123217332014E0	237.9293567226191E0
hsa-miR-629-5p	0.6334460740215616E0	0.9197050583118961E0	0.16927131761937877E0	-2.562590560129418E0	-5.907675405756494E0	45.92428583575014E0	271.3057740401738E0
hsa-miR-320d	0.6343840171194267E0	0.9197050583118961E0	0.1726478997625284E0	-2.534095310772024E0	-5.792135330782869E0	1.7161996871374186E0	9.94046084549575E0
hsa-miR-548u	0.6366675202999545E0	0.9208126904576908E0	1.5032753610213498E0	0.5881092977397685E0	1.5032753610213498E0	9.315341740718235E0	6.196696880435775E0
hsa-miR-10a-3p	0.645560439835613E0	0.931451491762813E0	5.080679710426171E0	2.34502151850594E0	5.080679710426171E0	200.3463759219734E0	39.43298678242684E0
hsa-miR-4787-3p	0.6493914008400384E0	0.9347534178362549E0	0.24946447806852406E0	-2.003093694005519E0	-4.0085867444635355E0	1.018409240586422E0	4.082381783211105E0
hsa-miR-24-3p	0.6537923591616202E0	0.9380564804262927E0	0.9101100220193301E0	-0.13588713350233045E0	-1.0987682541735164E0	2399.7050349308884E0	2636.7197118043496E0
hsa-miR-143-3p	0.6547819987134024E0	0.9380564804262927E0	0.5575501658462767E0	-0.8428264768291212E0	-1.7935605820906741E0	5.166875490652387E0	9.267104213518792E0
hsa-miR-194-5p	0.6615943675517209E0	0.9440566339321503E0	0.21342850201299707E0	-2.2281752431531103E0	-4.685409823750266E0	55.35327158441814E0	259.35276252599283E0
hsa-miR-3613-3p	0.6620859231372341E0	0.9440566339321503E0	3.9364050424050365E0	1.9768786766233253E0	3.9364050424050365E0	5.711560220243047E0	1.4509584652477159E0
hsa-miR-1226-3p	0.6725757174134749E0	0.9551505958617209E0	0.2758283257407989E0	-1.8581574752094896E0	-3.625443461306142E0	4.703150979656662E0	17.0510079704405E0
hsa-miR-767-3p	0.6739962766458886E0	0.9551505958617209E0	1.2172624529811444E0	0.2836402599105878E0	1.2172624529811444E0	20.565356464244005E0	16.894759559202285E0
hsa-miR-335-5p	0.6745948102785752E0	0.9551505958617209E0	3.7923034317775035E0	1.923074402529174E0	3.7923034317775035E0	1437.3467083437758E0	379.0167991242515E0
hsa-miR-128-1-5p	0.6792847382397166E0	0.9579114281774073E0	0.25031506847568613E0	-1.9981829538379294E0	-3.994965249553616E0	10.596093346100048E0	42.33102470859703E0
hsa-miR-1468-5p	0.6797061289047609E0	0.9579114281774073E0	0.21505152624637025E0	-2.2172457245894273E0	-4.650048374241094E0	2.413990133688422E0	11.225170899505244E0
hsa-miR-365a-5p	0.6825753341383076E0	0.959723091619059E0	3.780510644748661E0	1.9185811166923459E0	3.780510644748661E0	6.137008301998691E0	1.6233278721606297E0
hsa-miR-33a-5p	0.6850283896603574E0	0.9609426021624458E0	0.24829854995095155E0	-2.0098522586028933E0	-4.02740974603975E0	180.37838797667519E0	726.4576778831083E0
hsa-miR-450b-5p	0.6878347449920564E0	0.962650936409206E0	1.19083503198646E0	0.2519735685173835E0	1.19083503198646E0	141.63338875263543E0	118.93619598358305E0
hsa-miR-423-5p	0.6927895356775219E0	0.9648549118950571E0	1.1446701910536943E0	0.19493198061760314E0	1.1446701910536943E0	689.2158460197279E0	602.1086697204573E0
hsa-miR-628-5p	0.6953949085360766E0	0.9648549118950571E0	0.28326230246005607E0	-1.8197894793087093E0	-3.53029680022817E0	55.07652185950794E0	194.4364689297354E0
hsa-miR-152-3p	0.6960289264509448E0	0.9648549118950571E0	0.27923190925316854E0	-1.8404642798052013E0	-3.581252596361899E0	132.5871672963679E0	474.8281372266811E0
hsa-miR-101-5p	0.6982732421836807E0	0.9648549118950571E0	0.9776984305176831E0	-0.032538558021172954E0	-1.0228102744017993E0	2.4139901336884146E0	2.4690539110504877E0
hsa-miR-1-3p	0.7001410632190288E0	0.9648549118950571E0	2.978326125162411E0	1.574501736926686E0	2.978326125162411E0	57.36127534536129E0	19.259568268958972E0
hsa-miR-589-3p	0.7016023471994015E0	0.9648549118950571E0	0.8602125551440514E0	-0.21723490674375018E0	-1.1625033766596673E0	81.41439876259005E0	94.64451347263423E0
hsa-miR-642a-3p	0.70182050403084E0	0.9648549118950571E0	0.20528213901059614E0	-2.284319986592346E0	-4.871344408333463E0	6.332797808313899E0	30.849239200885066E0
hsa-miR-548ay-3p	0.7021468913295713E0	0.9648549118950571E0	0.29938021182294E0	-1.7399492283620168E0	-3.3402341253984478E0	15.327520754996701E0	51.19750789402026E0
hsa-miR-146b-5p	0.7060973327029095E0	0.9680881982306859E0	0.2938726614311555E0	-1.7667369415878793E0	-3.4028343947681794E0	14.6680067376858E0	49.912797840010796E0
hsa-miR-421	0.7104966756372205E0	0.9719209603524959E0	0.7993647360601246E0	-0.3230741651529462E0	-1.2509933887361082E0	601.6610123427719E0	752.6739487295456E0
hsa-miR-330-3p	0.7148180237753756E0	0.9756300054231478E0	0.26798327574996367E0	-1.8997851268366355E0	-3.7315761485542462E0	4.430808614861272E0	16.53389974970177E0
hsa-miR-671-3p	0.7192211445032533E0	0.9794337383572392E0	0.8005929886482358E0	-0.320859113794328E0	-1.2490741415165947E0	22.892793739452316E0	28.594796688096835E0
hsa-miR-7704	0.7233303384880101E0	0.9828210428783276E0	1.1890877697381546E0	0.2498552081807913E0	1.1890877697381546E0	3.3458465158264517E0	2.8137927248762935E0
hsa-miR-122-5p	0.7256679596546418E0	0.9837914620821319E0	3.6752784167391295E0	1.8778535438903363E0	3.6752784167391295E0	8.153826783171532E0	2.218560298518465E0
hsa-miR-340-5p	0.7285041425985993E0	0.9854319428900695E0	0.8847708327294577E0	-0.1766242682773939E0	-1.130236173038241E0	3167.9442446863177E0	3580.5251795868107E0
hsa-miR-450a-5p	0.7350601617278729E0	0.9920856525770401E0	1.0315524480379863E0	0.044817175175622136E0	1.0315524480379863E0	5.439217855447682E0	5.272846635926797E0
hsa-miR-200b-3p	0.7368581299827822E0	0.9923022817101468E0	1.8250391947109117E0	0.8679274477777854E0	1.8250391947109117E0	2.6480560692436867E0	1.4509584652477088E0
hsa-miR-423-3p	0.740048747818272E0	0.9943892265584763E0	1.189589938546003E0	0.25046435035840686E0	1.189589938546003E0	385.3872678895241E0	323.9664823907906E0
hsa-miR-30d-3p	0.7441653305379072E0	0.9944872680160536E0	3.319024452220378E0	1.7307592582101656E0	3.319024452220378E0	335.2333510530903E0	101.00357975998293E0
hsa-miR-6733-5p	0.7449188131698806E0	0.9944872680160536E0	1.152774221523188E0	0.2051099792647115E0	1.152774221523188E0	4.507361473341403E0	3.910012376298198E0
hsa-miR-503-3p	0.745044916962522E0	0.9944872680160536E0	3.0615336210623862E0	1.6142545265259343E0	3.0615336210623862E0	22.616044014542098E0	7.3871617331514585E0
hsa-miR-5699-5p	0.7482057010533434E0	0.9965113293150024E0	0.23049163559118743E0	-2.117213697855607E0	-4.3385522317766645E0	8.464445577206941E0	36.72343925884441E0
hsa-miR-500a-5p	0.7508523978166586E0	0.9971439654655216E0	0.3920337489793468E0	-1.3509502380231173E0	-2.5508007986646124E0	5.788113078723182E0	14.764323466302926E0
hsa-miR-597-5p	0.7519716043197086E0	0.9971439654655216E0	0.9138974875054724E0	-0.1298957485995027E0	-1.0942146287430428E0	2.4139901336884146E0	2.6414233179633992E0
hsa-miR-3180-5p	0.7540216264672039E0	0.9976792699544227E0	2.8823137472607496E0	1.5272273851242775E0	2.8823137472607496E0	5.400941426207623E0	1.8738214846926269E0
hsa-miR-5583-3p	0.7571643631939442E0	0.999654910883508E0	1.1696567349904312E0	0.22608519699821866E0	1.1696567349904312E0	2.6863324984837678E0	2.296684504137577E0
hsa-miR-212-5p	0.7592043842539345E0	1.0E0	0.40817153577302384E0	-1.292752516708127E0	-2.449950357528312E0	4.779703838136765E0	11.710037128894598E0
hsa-miR-93-3p	0.7636199885301764E0	1.0E0	0.8884643279211422E0	-0.1706142420598555E0	-1.125537591745335E0	73.93008599672953E0	83.21109095194629E0
hsa-miR-188-5p	0.7647052182059779E0	1.0E0	0.3873487934834219E0	-1.3682948489234328E0	-2.581652548874659E0	43.28622976650629E0	111.75000542577348E0
hsa-miR-132-3p	0.7655630853446045E0	1.0E0	0.40246063570468976E0	-1.3130804134013816E0	-2.4847150535580873E0	274.46967633345446E0	681.9789366357713E0
hsa-miR-378d	0.7660429545982648E0	1.0E0	0.31487230945265005E0	-1.667161205536907E0	-3.175890575256756E0	4.7031509796565985E0	14.936692873215836E0
hsa-miR-196a-5p	0.7707711820482959E0	1.0E0	0.807395994660269E0	-0.30865166499004404E0	-1.2385496170572083E0	3268.9614631495515E0	4048.770968504926E0
hsa-miR-33b-3p	0.7733754884460844E0	1.0E0	1.0575059622357021E0	0.0806657973061062E0	1.0575059622357021E0	10.2471981228245E0	9.689967232963738E0
hsa-miR-195-3p	0.7762354283087589E0	1.0E0	2.5921250191789595E0	1.3741353016329951E0	2.5921250191789595E0	18.70164370003144E0	7.214792326238552E0
hsa-miR-23a-5p	0.779182385833601E0	1.0E0	2.779816186727805E0	1.4749894889690411E0	2.779816186727805E0	8.038997495451298E0	2.8919169304954124E0
hsa-miR-138-5p	0.7828139413306189E0	1.0E0	2.369933155758598E0	1.2448463683152804E0	2.369933155758598E0	373.1112144849527E0	157.43533252150098E0
hsa-miR-503-5p	0.7832174828880644E0	1.0E0	2.785994705338145E0	1.478192516162547E0	2.785994705338145E0	517.7259618902224E0	185.83163880701022E0
hsa-miR-296-3p	0.7835629920622088E0	1.0E0	2.388800468461734E0	1.2562863535084652E0	2.388800468461734E0	161.88253378295872E0	67.76728985799195E0
