microRNA ID	P-value (EV CL1-5 vs. CE CL1-5)	FDR step up (EV CL1-5 vs. CE CL1-5)	Ratio (EV CL1-5 vs. CE CL1-5)	Log2(Ratio) (EV CL1-5 vs. CE CL1-5)	Fold change (EV CL1-5 vs. CE CL1-5)	LSMean(EV CL1-5) (EV CL1-5 vs. CE CL1-5)	LSMean(CE CL1-5) (EV CL1-5 vs. CE CL1-5)
hsa-miR-486-5p	0.5437676351087739E0	0.7166759246955884E0	9.296681235342492E0	3.2167157893578056E0	9.296681235342492E0	47.32310691417293E0	5.090322632172189E0
hsa-miR-652-3p	0.5448571341972485E0	0.7166759246955884E0	6.220231417917542E0	2.63696825547989E0	6.220231417917542E0	62.311414242103304E0	10.017539547384054E0
hsa-miR-551a	0.5451145117740902E0	0.7166759246955884E0	3.483220456758075E0	1.8004217855305704E0	3.483220456758075E0	62.311414242103304E0	17.889023965760195E0
hsa-miR-3173-5p	0.5456622643781013E0	0.7166759246955884E0	5.261876670421277E0	2.395577434543947E0	5.261876670421277E0	16.172399793121283E0	3.0735041509993337E0
hsa-miR-330-5p	0.5463766950649536E0	0.7166759246955884E0	3.544770621683939E0	1.8256922752318794E0	3.544770621683939E0	62.311414242103304E0	17.57840517172479E0
hsa-miR-122-5p	0.5488442376113413E0	0.7180387252380765E0	1.9834122334593582E0	0.9879845592404957E0	1.9834122334593582E0	16.172399793121283E0	8.153826783171532E0
hsa-miR-363-5p	0.5511352821020961E0	0.7180387252380765E0	0.014936207082361371E0	-6.065042354779765E0	-66.95140168355934E0	0.010000000000000009E0	0.6695140173109075E0
hsa-miR-212-5p	0.5519191601964701E0	0.7180387252380765E0	6.519380314436657E0	2.7047348387236476E0	6.519380314436657E0	31.160707121051647E0	4.779703838136765E0
hsa-miR-629-3p	0.5521551913546925E0	0.7180387252380765E0	6.519380314436677E0	2.704734838723652E0	6.519380314436677E0	31.160707121051647E0	4.779703838136751E0
hsa-miR-361-5p	0.5577772348720436E0	0.7231762495461757E0	1.402716665609746E0	0.48822362877239817E0	1.402716665609746E0	2318.902028233577E0	1653.1506931893855E0
hsa-miR-664a-5p	0.5584925491544722E0	0.7231762495461757E0	6.819634002006933E0	2.7696943143728534E0	6.819634002006933E0	32.334799586242575E0	4.741427408896691E0
hsa-miR-324-3p	0.5613941411056624E0	0.725383474435035E0	8.648667953724905E0	3.1124779495657493E0	8.648667953724905E0	1074.3972441632382E0	124.22690401810041E0
hsa-miR-4521	0.569824627569779E0	0.7347100517176299E0	8.720472085494224E0	3.124406237865269E0	8.720472085494224E0	62.311414242103304E0	7.145417542585143E0
hsa-miR-130b-5p	0.5831605547393491E0	0.7488220554971091E0	5.839501157526558E0	2.545845131382491E0	5.839501157526558E0	110.79861362146715E0	18.973986064826818E0
hsa-miR-10a-5p	0.5840741927704606E0	0.7488220554971091E0	1.667569464468526E0	0.7377468597348532E0	1.667569464468526E0	2812.8918670291914E0	1686.8214048778964E0
hsa-miR-130a-5p	0.5844766208748062E0	0.7488220554971091E0	5.916228655118191E0	2.564677811941761E0	5.916228655118191E0	552.7789756421448E0	93.43434943103193E0
hsa-miR-181b-5p	0.5888305595623288E0	0.7512697982959047E0	0.014936207082354392E0	-6.065042354780439E0	-66.95140168359062E0	0.010000000000000009E0	0.6695140173112202E0
hsa-miR-4676-3p	0.5888665910735227E0	0.7512697982959047E0	6.215025523298321E0	2.6357603160179544E0	6.215025523298321E0	31.160707121051647E0	5.013769773692051E0
hsa-miR-501-5p	0.5906273231004866E0	0.7519096051472822E0	173.62007111476225E0	7.439789928017541E0	173.62007111476225E0	62.311414242103304E0	0.3588952232754892E0
hsa-miR-3064-5p	0.5918496396951379E0	0.7519096051472822E0	5.197153003434421E0	2.377721532364832E0	5.197153003434421E0	16.172399793121283E0	3.111780580239408E0
hsa-miR-150-5p	0.6071169301028095E0	0.7679223573444531E0	13.422589132603376E0	3.746591080023318E0	13.422589132603376E0	171.92593539837952E0	12.808701333588004E0
hsa-miR-450b-5p	0.6074839619237868E0	0.7679223573444531E0	1.3362839745222481E0	0.4182266283960306E0	1.3362839745222481E0	189.26242765669173E0	141.63338875263543E0
hsa-miR-5699-5p	0.6082553325500619E0	0.7679223573444531E0	3.6813642228503474E0	1.8802404925921985E0	3.6813642228503474E0	31.160707121051647E0	8.464445577206941E0
hsa-miR-374a-3p	0.6109357712995488E0	0.7686837758958961E0	0.20028612394134387E0	-2.319865621886824E0	-4.992857120210992E0	620.9508522102028E0	3100.3188846006856E0
hsa-miR-429	0.6113953465046567E0	0.7686837758958961E0	6.807385821617145E0	2.7671008795506498E0	6.807385821617145E0	16.172399793121283E0	2.3757137044483194E0
hsa-miR-889-3p	0.621088306606455E0	0.7789761932272699E0	0.17522469533285062E0	-2.5127219790606605E0	-5.706958132245203E0	159.285813000831E0	909.0374661237515E0
hsa-miR-550a-3p	0.6221526031716149E0	0.7789761932272699E0	4.245202327359695E0	2.0858333146080956E0	4.245202327359695E0	16.172399793121283E0	3.809571026790408E0
hsa-miR-487b-5p	0.6237289372310292E0	0.7793396617773272E0	7.082678154804951E0	2.8242949860239257E0	7.082678154804951E0	93.46212136315494E0	13.195872986103609E0
hsa-miR-455-3p	0.6304325664858104E0	0.7853652483163849E0	1.3096186244554846E0	0.3891467440432954E0	1.3096186244554846E0	300.0510412781589E0	229.1132973076394E0
hsa-miR-378d	0.6311433596205932E0	0.7853652483163849E0	3.438630794482601E0	1.7818342221271803E0	3.438630794482601E0	16.172399793121283E0	4.7031509796565985E0
hsa-miR-301b-5p	0.6380729548290422E0	0.7923610873491795E0	5.622467448906964E0	2.491203403591098E0	5.622467448906964E0	79.6479065004155E0	14.166005797449955E0
hsa-miR-625-3p	0.6451735642288654E0	0.7992831285861858E0	4.908117380359721E0	2.295169752268518E0	4.908117380359721E0	2932.798325652634E0	597.5403800651898E0
hsa-miR-3934-3p	0.6462850379657278E0	0.7992831285861858E0	8.661838254350076E0	3.114673232688819E0	8.661838254350076E0	32.334799586242575E0	3.7330181683102737E0
hsa-miR-629-5p	0.6519067245130844E0	0.8045936355497539E0	5.829731192113507E0	2.543429362543176E0	5.829731192113507E0	267.7262416919163E0	45.92428583575014E0
hsa-miR-1271-5p	0.6534641017143535E0	0.8048765155262159E0	0.8689082031094612E0	-0.20272432511365826E0	-1.150869558396866E0	143.12341320770972E0	164.71637935851774E0
hsa-miR-410-5p	0.6549508060109871E0	0.8050713761514365E0	15.229264280078533E0	3.928774342351428E0	15.229264280078533E0	93.46212136315494E0	6.137008301998662E0
hsa-miR-323a-3p	0.6695429468164203E0	0.8213421574306694E0	0.24395998012300485E0	-2.0352835914166008E0	-4.099032962274382E0	141.9493207425188E0	581.8549448346635E0
hsa-miR-1226-3p	0.6778981888631851E0	0.8259719605927432E0	13.248865385023706E0	3.727796909394239E0	13.248865385023706E0	62.311414242103304E0	4.703150979656662E0
hsa-miR-502-3p	0.6781929614794623E0	0.8259719605927432E0	4.846104072574473E0	2.2768253877390845E0	4.846104072574473E0	125.78692094939751E0	25.956297890451623E0
hsa-miR-126-5p	0.6786905318909867E0	0.8259719605927432E0	0.4732845927316947E0	-1.0792201374241808E0	-2.1128936275491657E0	2216.956364894534E0	4684.192976531965E0
hsa-miR-500a-3p	0.6787690369227494E0	0.8259719605927432E0	4.660448509441896E0	2.2204688027788726E0	4.660448509441896E0	415.5360247603897E0	89.1622391730163E0
hsa-miR-377-3p	0.6805593826127962E0	0.826490953633977E0	2.002093342062743E0	1.0015092374065766E0	2.002093342062743E0	141.9493207425188E0	70.90045091485524E0
hsa-miR-708-3p	0.68927538228151E0	0.834716224227226E0	2.477342098741337E0	1.3087931055964037E0	2.477342098741337E0	125.78692094939751E0	50.77494989248177E0
hsa-miR-30d-3p	0.6900871754749839E0	0.834716224227226E0	0.327009591475903E0	-1.6125951430423406E0	-3.0580142786842046E0	109.62452115627622E0	335.2333510530903E0
hsa-miR-224-5p	0.692587761473319E0	0.8349668077254149E0	0.8537448645696281E0	-0.22812309953115043E0	-1.1713101202712346E0	812.5514647972763E0	951.7497539836799E0
hsa-miR-760	0.6930500070724153E0	0.8349668077254149E0	72.97392994126024E0	6.189309245702184E0	72.97392994126024E0	96.98439875872769E0	1.3290280346218282E0
hsa-miR-182-5p	0.694700635828491E0	0.8352948121271142E0	0.8222215816091138E0	-0.28240085473956705E0	-1.2162171638002595E0	2508.1544558902688E0	3050.460498816682E0
hsa-miR-6720-3p	0.7040414864092659E0	0.8448497836911191E0	15.990456053381354E0	3.9991391804578993E0	15.990456053381354E0	64.65959917248513E0	4.043636962345673E0
hsa-miR-769-3p	0.7067035999374339E0	0.8463683430080731E0	5.783191540938689E0	2.531865885380294E0	5.783191540938689E0	328.85356346882867E0	56.863681765240415E0
hsa-miR-199a-5p	0.7081314228210897E0	0.8464056059755036E0	12.168591907009946E0	3.605090330621482E0	12.168591907009946E0	16.172399793121283E0	1.3290280346224996E0
hsa-let-7i-3p	0.715383476259993E0	0.8531250354134544E0	0.3258762001828893E0	-1.6176041037557165E0	-3.0686499948102277E0	94.63621382834586E0	290.4054171282005E0
hsa-miR-532-3p	0.7165687178637761E0	0.8531250354134544E0	3.584746774397453E0	1.8418712109148978E0	3.584746774397453E0	600.0920825563178E0	167.40152657723115E0
hsa-let-7a-2-3p	0.7223184598997566E0	0.8582842876455932E0	1.2830583593615221E0	0.35958679228780355E0	1.2830583593615221E0	315.0393486060892E0	245.53781696227702E0
hsa-miR-199b-5p	0.7269006856004969E0	0.862038777835423E0	0.3814510912940997E0	-1.3904300047234965E0	-2.6215680668455543E0	128.13510587977936E0	335.9149018709756E0
hsa-miR-376c-3p	0.7313285496326835E0	0.8655959005418089E0	0.27450833529835317E0	-1.865078138330747E0	-3.6428766321909176E0	253.91202682917685E0	924.9701893701766E0
hsa-miR-196a-5p	0.7349260297193987E0	0.8664717405829597E0	0.7880335901422505E0	-0.3436709686336098E0	-1.2689814400163917E0	2576.0514377387753E0	3268.9614631495515E0
hsa-miR-191-3p	0.7366443630935527E0	0.8664717405829597E0	3.1595797636742233E0	1.65973268714297E0	3.1595797636742233E0	759.3678955571488E0	240.3382576822696E0
hsa-miR-369-3p	0.7382799671964367E0	0.8664717405829597E0	0.40023681313078013E0	-1.321074224798506E0	-2.4985207936713287E0	160.4599054660219E0	400.91241041938736E0
hsa-miR-576-5p	0.7385963385963533E0	0.8664717405829597E0	2.9867697218745564E0	1.5785860110279146E0	2.9867697218745564E0	255.0861192943678E0	85.40535193558071E0
hsa-miR-379-5p	0.7392176400683006E0	0.8664717405829597E0	0.31820521280980035E0	-1.651970624921583E0	-3.1426260782148985E0	784.9230350717976E0	2466.7195998852076E0
hsa-miR-103a-3p	0.7419602483632971E0	0.8680075492435483E0	1.0865162440806362E0	0.11970974385135512E0	1.0865162440806362E0	10320.063256028669E0	9498.305535796619E0
hsa-miR-339-3p	0.7604852198923123E0	0.8879654012615439E0	3.1159077523760272E0	1.6396525225011103E0	3.1159077523760272E0	504.29177626278096E0	161.84425735371877E0
hsa-miR-659-5p	0.762670021335893E0	0.8888039094799061E0	15.374197243672272E0	3.9424391776769183E0	15.374197243672272E0	31.160707121051647E0	2.0268184811728496E0
hsa-miR-548b-3p	0.7664693710477359E0	0.8902491455081945E0	0.366445543917694E0	-1.448329274037452E0	-2.728918434398008E0	47.323106914172925E0	129.14089885296795E0
hsa-miR-183-5p	0.767318486593242E0	0.8902491455081945E0	1.4125280086610867E0	0.49827947464699673E0	1.4125280086610867E0	2014.1646170946542E0	1425.9289760111533E0
hsa-miR-18a-5p	0.7704253436554851E0	0.8902491455081945E0	0.4020452767189373E0	-1.3145701138322259E0	-2.4872820498251547E0	684.4263589174968E0	1702.361397224631E0
hsa-miR-200b-3p	0.7710259207332788E0	0.8902491455081945E0	23.531002584347075E0	4.5564908856005E0	23.531002584347075E0	62.311414242103304E0	2.6480560692436867E0
hsa-miR-134-5p	0.7712554478412575E0	0.8902491455081945E0	1.1565656384436018E0	0.20984714541196076E0	1.1565656384436018E0	1243.0657968855962E0	1074.7905311520963E0
hsa-miR-140-5p	0.7781081514892138E0	0.8964515965826303E0	0.397606818558505E0	-1.3305855970007636E0	-2.5150474119770587E0	240.09781196643746E0	603.8573807015941E0
hsa-miR-127-3p	0.7818175966913065E0	0.8990160599524321E0	0.6190299979263213E0	-0.691918771375269E0	-1.615430598436076E0	1741.4771108224227E0	2813.235411526444E0
hsa-miR-1307-5p	0.7850833561404028E0	0.9006273646018714E0	1.1403771882749896E0	0.18951108548661935E0	1.1403771882749896E0	678.5558965915424E0	595.0275957404223E0
hsa-miR-7-5p	0.7861912143141748E0	0.9006273646018714E0	0.838221056696843E0	-0.2545973314592184E0	-1.1930027192834731E0	6476.859869074393E0	7726.9114364540255E0
hsa-miR-1468-5p	0.8046301103806511E0	0.9200110318691973E0	20.090056988216325E0	4.328409751367749E0	20.090056988216325E0	48.497199379363856E0	2.413990133688422E0
hsa-miR-9-3p	0.8101628996393281E0	0.924592687723979E0	0.552086584451683E0	-0.8570335504142406E0	-1.8113100882412712E0	337.07221072516506E0	610.5422958135282E0
hsa-miR-337-5p	0.8151448417939618E0	0.9279264702921142E0	0.4249664790138805E0	-1.2345790476786926E0	-2.353126774423395E0	222.76131970812514E0	524.1856257868305E0
hsa-miR-95-3p	0.8161465489532952E0	0.9279264702921142E0	0.9132652517808112E0	-0.13089415269502486E0	-1.0949721321927681E0	95.81030629353678E0	104.90961536988355E0
hsa-miR-15b-3p	0.8185507596877069E0	0.9283737029781781E0	0.42055985373492644E0	-1.249616956614824E0	-2.37778283190646E0	1305.3672111276996E0	3103.879744407073E0
hsa-miR-454-5p	0.819964453610966E0	0.9283737029781781E0	2.7418042055661993E0	1.455125550787379E0	2.7418042055661993E0	192.78470505226448E0	70.31308239590965E0
hsa-miR-16-2-3p	0.8211358164955502E0	0.9283737029781781E0	0.9146786739508713E0	-0.12866308035947452E0	-1.0932801086097164E0	126.96101341458845E0	138.80395053719138E0
hsa-miR-767-5p	0.8261484529001801E0	0.932301606066125E0	2.394237686515624E0	1.2595663820791436E0	2.394237686515624E0	963.6086305417709E0	402.4699117496791E0
hsa-miR-654-3p	0.8287429494417085E0	0.9324689916857435E0	0.4842726836087387E0	-1.046108467817463E0	-2.064952316839609E0	1150.7877679876324E0	2376.3218679877277E0
hsa-miR-642a-3p	0.8293742351792339E0	0.9324689916857435E0	22.97114205511428E0	4.521750679783058E0	22.97114205511428E0	145.47159813809154E0	6.332797808313899E0
hsa-miR-17-3p	0.8330562996523819E0	0.9348742918321175E0	2.1471544357232144E0	1.1024259618716576E0	2.1471544357232144E0	252.73793436398591E0	117.7083167034715E0
hsa-miR-196b-5p	0.8453475815146277E0	0.9459844668275312E0	0.581265294735277E0	-0.7827313218895614E0	-1.720384838140776E0	304.74741113892253E0	524.2828256340915E0
hsa-miR-1304-3p	0.8461160996400068E0	0.9459844668275312E0	2.053879408589138E0	1.0383514777915734E0	2.053879408589138E0	346.1900557271409E0	168.55422681454826E0
hsa-miR-32-5p	0.8476395470088275E0	0.9459844668275312E0	0.5822894018213912E0	-0.7801917341927089E0	-1.7173590947594397E0	383.2112251741472E0	658.111282826831E0
hsa-miR-1248	0.8528188692708859E0	0.9500151374598471E0	9.638342940188721E0	3.2687851342702174E0	9.638342940188721E0	16.172399793121283E0	1.6779232578973442E0
hsa-miR-149-5p	0.8551946670816384E0	0.9509137032137117E0	1.978196098808747E0	0.9841854477127725E0	1.978196098808747E0	1076.7454290936198E0	544.3067194490893E0
hsa-miR-369-5p	0.858080027542832E0	0.9523745360640223E0	0.7804487662147017E0	-0.35762416755803716E0	-1.2813140891363772E0	236.57553457086465E0	303.1275656033083E0
hsa-miR-16-1-3p	0.8634499608768847E0	0.9565825891981576E0	1.8455194864827338E0	0.884026970801394E0	1.8455194864827338E0	158.11172053564007E0	85.67328694026125E0
hsa-miR-935	0.8658876713314064E0	0.956848530681209E0	1.7863984764698972E0	0.8370539258709523E0	1.7863984764698972E0	1491.0973613888186E0	834.6947116688534E0
hsa-miR-582-3p	0.8668479263102041E0	0.956848530681209E0	0.5987599625746328E0	-0.7399503392995999E0	-1.6701183487620956E0	79.6479065004155E0	133.02143009835328E0
hsa-miR-432-5p	0.8685995564546218E0	0.9570387840209107E0	1.8313756818972977E0	0.8729277708266636E0	1.8313756818972977E0	1383.831025162924E0	755.6237852781146E0
hsa-miR-335-5p	0.8702222510997404E0	0.9570865411369195E0	0.5965967583729067E0	-0.7451719561214399E0	-1.676174042124016E0	857.5163867810672E0	1437.3467083437758E0
hsa-miR-323b-3p	0.8732094155835126E0	0.9578946793557236E0	0.5791940064318291E0	-0.7878814215681377E0	-1.726537203243141E0	94.63621382834586E0	163.39294396378102E0
hsa-miR-374b-5p	0.8762935806353425E0	0.9578946793557236E0	0.6728583935503184E0	-0.571625180569831E0	-1.4861968128591339E0	480.1856239328748E0	713.6503439175643E0
hsa-miR-210-3p	0.8767117244033749E0	0.9578946793557236E0	0.6520446965266757E0	-0.6169572328125812E0	-1.533637195926628E0	1670.957049323983E0	2562.641883824133E0
hsa-miR-301a-5p	0.8782091814760501E0	0.9578946793557236E0	1.8686910880555123E0	0.9020280979409144E0	1.8686910880555123E0	447.8608243466323E0	239.6655215846141E0
hsa-miR-598-3p	0.8805052604720993E0	0.9578946793557236E0	0.5849122021249585E0	-0.7737080087639252E0	-1.7096582980608834E0	350.88642558790457E0	599.8958892376137E0
hsa-miR-376b-3p	0.8817610608472862E0	0.9578946793557236E0	0.6557745758110441E0	-0.6087281249379377E0	-1.5249142569506102E0	518.1059911255204E0	790.067212535128E0
hsa-miR-132-3p	0.8820218334661614E0	0.9578946793557236E0	1.7195596356514782E0	0.7820391505065951E0	1.7195596356514782E0	471.96697667653837E0	274.46967633345446E0
hsa-let-7f-2-3p	0.8843837347841048E0	0.9587415801058452E0	1.053543014615494E0	0.0752492184794661E0	1.053543014615494E0	171.92593539837952E0	163.1883397372361E0
hsa-miR-10a-3p	0.8930071072118808E0	0.9663612624471424E0	1.8379315129302725E0	0.8780830083044516E0	1.8379315129302725E0	368.2229178462168E0	200.3463759219734E0
hsa-miR-326	0.8991956037780369E0	0.9713235933859007E0	36.307787882329734E0	5.182207128897363E0	36.307787882329734E0	62.311414242103304E0	1.7161996871373972E0
hsa-miR-33a-5p	0.9088336127011538E0	0.9791203405198445E0	1.4907569424212135E0	0.5760450553757573E0	1.4907569424212135E0	268.9003341571072E0	180.37838797667519E0
hsa-miR-454-3p	0.9111561627254466E0	0.9791203405198445E0	0.6717722766383415E0	-0.5739558366499832E0	-1.4885996858997572E0	285.0627339502285E0	424.3442962485453E0
hsa-miR-376a-3p	0.912472556320248E0	0.9791203405198445E0	0.6861548310975902E0	-0.5433939370715594E0	-1.4573970111095411E0	1020.3144771774712E0	1487.0032695248235E0
hsa-miR-299-5p	0.9128762250721323E0	0.9791203405198445E0	1.3735990515506646E0	0.45796094829395945E0	1.3735990515506646E0	377.3407628481925E0	274.70953944091787E0
hsa-miR-190b-5p	0.9206399279575256E0	0.9857028203926865E0	1.4627910757047058E0	0.5487237301267296E0	1.4627910757047058E0	47.32310691417293E0	32.3512411971308E0
hsa-miR-769-5p	0.9288097481015193E0	0.992696132891571E0	1.4113061280572394E0	0.49703095854272233E0	1.4113061280572394E0	1044.4206295073773E0	740.0383295184374E0
hsa-let-7e-5p	0.9340648979995732E0	0.9965551552601078E0	1.020456958368154E0	0.029215332533921327E0	1.020456958368154E0	12509.656085917275E0	12258.876754468012E0
hsa-miR-381-3p	0.939952157233352E0	1.0E0	1.4026026036090695E0	0.48810631115751835E0	1.4026026036090695E0	3261.9167838410144E0	2325.6172313250604E0
hsa-miR-181c-5p	0.944294140703514E0	1.0E0	30.597431622975776E0	4.935338651716781E0	30.597431622975776E0	31.160707121051647E0	1.0184092405864327E0
hsa-miR-29a-5p	0.9470437933716942E0	1.0E0	1.2324646393731444E0	0.3015462548524121E0	1.2324646393731444E0	63.48550670729422E0	51.511016768272825E0
hsa-miR-126-3p	0.952115263317283E0	1.0E0	0.9228853777553166E0	-0.11577661842769685E0	-1.0835581797083458E0	7650.294802207189E0	8289.539510224182E0
hsa-miR-503-5p	0.9528472725669682E0	1.0E0	1.2595496600653637E0	0.33290800410284654E0	1.2595496600653637E0	652.1015593312543E0	517.7259618902224E0
hsa-miR-136-5p	0.9537661467793055E0	1.0E0	1.2673541555561294E0	0.34181973447740144E0	1.2673541555561294E0	156.93762807044916E0	123.8309176453553E0
hsa-miR-584-5p	0.9541153641222763E0	1.0E0	1.215130870646183E0	0.28111170170313277E0	1.215130870646183E0	268.9003341571072E0	221.2933113988479E0
hsa-miR-138-5p	0.9554287299003205E0	1.0E0	1.1909010763756327E0	0.25205357898741654E0	1.1909010763756327E0	444.33854695105947E0	373.1112144849527E0
hsa-miR-34c-5p	0.9561677924076236E0	1.0E0	0.8307042134936965E0	-0.2675932228123387E0	-1.2037979147767837E0	110.79861362146715E0	133.37914004185853E0
hsa-miR-409-3p	0.9599070422972851E0	1.0E0	1.303110139543434E0	0.38195902639098045E0	1.303110139543434E0	1468.1653015241034E0	1126.6624799442186E0
hsa-miR-194-5p	0.9656685266194378E0	1.0E0	1.417690622150859E0	0.5035427324458484E0	1.417690622150859E0	78.47381403522459E0	55.35327158441814E0
hsa-miR-409-5p	0.9672136612630585E0	1.0E0	0.9512726816889424E0	-0.07206914693342345E0	-1.0512232919635034E0	111.97270608665806E0	117.7083167034715E0
hsa-miR-485-3p	0.9716782865408969E0	1.0E0	0.8910406120549741E0	-0.16643690615356754E0	-1.1222833016485487E0	222.7613197081252E0	250.00130936649322E0
hsa-miR-362-5p	0.9778446536640099E0	1.0E0	0.991370131046109E0	-0.012504302329681487E0	-1.0087049918931736E0	111.97270608665806E0	112.94742758556447E0
hsa-miR-378a-5p	0.9802684002423889E0	1.0E0	1.0822948227177194E0	0.11409355030633926E0	1.0822948227177194E0	522.802360986284E0	483.0498585094475E0
hsa-miR-382-5p	0.9805013658916288E0	1.0E0	1.103272112672586E0	0.1417886632652948E0	1.103272112672586E0	1224.555212162093E0	1109.9303590438672E0
hsa-miR-32-3p	0.9814106862872787E0	1.0E0	0.9999215471073465E0	-1.1318803919721917E-4	-1.0000784590479928E0	126.96101341458844E0	126.97097465483482E0
hsa-miR-26a-2-3p	0.9842981620404229E0	1.0E0	0.9741145497091709E0	-0.0378366607930997E0	-1.0265733124492982E0	175.44821279395228E0	180.11045297199462E0
hsa-miR-100-3p	0.9922007255764602E0	1.0E0	0.991458909146095E0	-0.012375113456532362E0	-1.0086146695290288E0	4763.296082696999E0	4804.330304325311E0
hsa-miR-4787-3p	0.9960623892992256E0	1.0E0	47.62054134524392E0	5.573512115992452E0	47.62054134524392E0	48.497199379363856E0	1.018409240586422E0
hsa-miR-421	0.9973430344943107E0	1.0E0	1.0051980101911577E0	0.007479720491382796E0	1.0051980101911577E0	604.7884524170814E0	601.6610123427719E0
hsa-miR-455-5p	0.9995422120013675E0	1.0E0	0.9944641932618663E0	-0.008008668658437572E0	-1.0055666224843915E0	1787.6161252714048E0	1797.5671093894864E0
hsa-miR-4450	0.9999999999999867E0	1.0E0	0.9999999999989768E0	-1.4761389329586692E-12	-1.0000000000010232E0	0.01E0	0.010000000000010232E0
hsa-miR-651-5p	0.999999999999987E0	1.0E0	1.000000000001819E0	2.624246991922794E-12	1.000000000001819E0	0.01E0	0.00999999999998181E0
hsa-miR-4783-3p	0.9999999999999893E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.010000000000003126E0
hsa-miR-6084	0.9999999999999899E0	1.0E0	0.9999999999345166E0	-9.447257136974931E-11	-1.0000000000654834E0	0.01E0	0.010000000000654834E0
hsa-let-7c-3p	0.9999999999999907E0	1.0E0	1.000000000001819E0	2.624246991922794E-12	1.000000000001819E0	0.01E0	0.00999999999998181E0
hsa-miR-20b-3p	0.9999999999999956E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.01000000000000135E0
hsa-miR-887-3p	0.999999999999997E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.010000000000004903E0
hsa-miR-214-5p	0.9999999999999996E0	1.0E0	1.000000000001819E0	2.624246991922794E-12	1.000000000001819E0	0.01E0	0.00999999999998181E0
hsa-miR-125b-2-3p	1.0E0	1.0E0	1.0000000000046612E0	6.724632916792603E-12	1.0000000000046612E0	0.01E0	0.009999999999953388E0
hsa-miR-651-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999998685E0
hsa-miR-181b-3p	1.0E0	1.0E0	1.0000000000025295E0	3.649343473141339E-12	1.0000000000025295E0	0.01E0	0.009999999999974704E0
hsa-miR-18b-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.01000000000000135E0
hsa-miR-99a-3p	1.0E0	1.0E0	1.0000000000131877E0	1.9025790691332105E-11	1.0000000000131877E0	0.01E0	0.009999999999868123E0
hsa-miR-2682-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999999573E0
hsa-miR-1250-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.00999999999999602E0
hsa-miR-214-3p	1.0E0	1.0E0	1.00000000000324E0	4.674439954359155E-12	1.00000000000324E0	0.01E0	0.009999999999967599E0
