microRNA ID	P-value (EV CL1-0 vs. CE CL1-0)	FDR step up (EV CL1-0 vs. CE CL1-0)	Ratio (EV CL1-0 vs. CE CL1-0)	Log2(Ratio) (EV CL1-0 vs. CE CL1-0)	Fold change (EV CL1-0 vs. CE CL1-0)	LSMean(EV CL1-0) (EV CL1-0 vs. CE CL1-0)	LSMean(CE CL1-0) (EV CL1-0 vs. CE CL1-0)
hsa-miR-589-5p	0.3522474491234171E0	0.457166108192668E0	1.7456679297395272E0	0.8037791479242096E0	1.7456679297395272E0	209.0475066520088E0	119.75216080387787E0
hsa-miR-195-5p	0.35230457512537283E0	0.457166108192668E0	0.8717788947956757E0	-0.19796581748838651E0	-1.1470798455546187E0	55.72030640668524E0	63.91564046871764E0
hsa-miR-1226-3p	0.36076155204793137E0	0.46713995842103934E0	24.5196655706755E0	4.6158673968027495E0	24.5196655706755E0	418.0850133040174E0	17.0510079704405E0
hsa-miR-12136	0.3625873813597236E0	0.4685030983027559E0	17.91284629745036E0	4.162922690332776E0	17.91284629745036E0	571.412213549341E0	31.899576638037228E0
hsa-miR-769-3p	0.3634224246991233E0	0.46858295610142275E0	3.396237571253099E0	1.7639373808228622E0	3.396237571253099E0	278.56153203342615E0	82.0206260992307E0
hsa-miR-502-3p	0.367521331116788E0	0.47286184003561255E0	3.2112422125728837E0	1.6831314865208435E0	3.2112422125728837E0	153.33720024532352E0	47.75011975576203E0
hsa-miR-130b-5p	0.37311028106563776E0	0.47903565746986543E0	2.7953903741641066E0	1.4830497684152368E0	2.7953903741641066E0	55.72030640668525E0	19.932924900935944E0
hsa-miR-224-5p	0.38227411116005233E0	0.4897634489703842E0	0.775931119799543E0	-0.36599950630770584E0	-1.2887741894645801E0	654.7299579054907E0	843.7990708539771E0
hsa-miR-140-3p	0.3832137772930635E0	0.48993153805822043E0	3.187336134678855E0	1.6723511729477756E0	3.187336134678855E0	878.0666140399879E0	275.4860412475989E0
hsa-miR-1307-5p	0.3885058468111008E0	0.49565166982637276E0	1.4732885836684864E0	0.5590400491444054E0	1.4732885836684864E0	1407.0668096496197E0	955.0517292776069E0
hsa-miR-1250-5p	0.3916677951240912E0	0.4986358904310909E0	3.964095928125325E0	1.986991875076406E0	3.964095928125325E0	153.33720024532352E0	38.681505944830846E0
hsa-miR-10a-3p	0.39353032359532286E0	0.4999567633097812E0	3.888551507807464E0	1.959232848869793E0	3.888551507807464E0	153.33720024532346E0	39.43298678242684E0
hsa-let-7f-5p	0.3956456806370961E0	0.5008709793366013E0	1.192645358146116E0	0.25416511084008736E0	1.192645358146116E0	8902.827889141445E0	7464.773855922602E0
hsa-miR-676-3p	0.3959029688155644E0	0.5008709793366013E0	1.3051732673116991E0	0.3842413434221218E0	1.3051732673116991E0	55.72030640668524E0	42.69188451809754E0
hsa-miR-362-3p	0.3987659111243714E0	0.5034419627945188E0	1.589870733860015E0	0.6689094704150672E0	1.589870733860015E0	153.33720024532352E0	96.44633174738246E0
hsa-miR-132-5p	0.41358253553258917E0	0.5210624044339897E0	0.6786888002841435E0	-0.55917788890557E0	-1.4734293531605864E0	209.0475066520089E0	308.0167325262638E0
hsa-miR-376b-3p	0.4227766518115991E0	0.5315407697050396E0	900.9366170826246E0	9.815281802542637E0	900.9366170826246E0	389.9821448467965E0	0.4328630194447669E0
hsa-miR-28-5p	0.43152772551368934E0	0.5414198792159332E0	1.774611772153868E0	0.8275034439698941E0	1.774611772153868E0	55.72030640668524E0	31.398589412973188E0
hsa-miR-550a-3p	0.44509900045978856E0	0.5572933766087436E0	0.011685983075243104E0	-6.419077084826382E0	-85.5726038247062E0	0.00999999999999801E0	0.8557260388898662E0
hsa-miR-301b-5p	0.4524808181911911E0	0.5639905264085578E0	5.978925342661441E0	2.5798861964400968E0	5.978925342661441E0	222.85122562674093E0	37.27278947093252E0
hsa-miR-222-5p	0.4527364324688551E0	0.5639905264085578E0	5.7905744528718746E0	2.5337064776099543E0	5.7905744528718746E0	153.33720024532386E0	26.480481590871932E0
hsa-miR-548j-5p	0.45323991148674525E0	0.5639905264085578E0	5.82851400083245E0	2.5431281103731775E0	5.82851400083245E0	153.33720024532352E0	26.308112183959302E0
hsa-miR-330-5p	0.4708738901570585E0	0.5847327406458553E0	1.8648335423255178E0	0.8990468592316476E0	1.8648335423255178E0	55.72030640668523E0	29.879506742106358E0
hsa-miR-409-5p	0.4801267702683577E0	0.5946477065053293E0	276.15988797430634E0	8.109359974167608E0	276.15988797430634E0	167.1409192200557E0	0.6052324263578441E0
hsa-miR-363-5p	0.4808207527848372E0	0.5946477065053293E0	6.366267697161885E0	2.67044782257986E0	6.366267697161885E0	278.56153203342615E0	43.75586217817005E0
hsa-miR-642a-3p	0.49280608846947443E0	0.6082291030804511E0	1.8062133084800132E0	0.8529682809217826E0	1.8062133084800132E0	55.72030640668524E0	30.849239200885066E0
hsa-miR-1185-1-3p	0.4943220006857517E0	0.6088600252348894E0	128.72503276539194E0	7.008148827130623E0	128.72503276539194E0	55.72030640668525E0	0.43286301944493744E0
hsa-miR-323b-3p	0.496984104704195E0	0.6108972970603289E0	184.1120995214951E0	7.524440630944127E0	184.1120995214951E0	111.43061281337044E0	0.6052324263578157E0
hsa-miR-3934-3p	0.5107390977943199E0	0.6255325865636941E0	0.02310199660666564E0	-5.435838646788927E0	-43.28630191692908E0	0.010000000000005116E0	0.43286301944493744E0
hsa-miR-4772-3p	0.5109548355594532E0	0.6255325865636941E0	0.02310199660666564E0	-5.435838646788927E0	-43.28630191692908E0	0.010000000000005116E0	0.43286301944493744E0
hsa-miR-5699-5p	0.5141950700852223E0	0.6282302670799288E0	4.175458598186304E0	2.0619346601003414E0	4.175458598186304E0	153.33720024532352E0	36.72343925884441E0
hsa-miR-409-3p	0.515590187776581E0	0.6286673114539398E0	261.4380562284138E0	8.030325352085567E0	261.4380562284138E0	334.2718384401114E0	1.2785890583345463E0
hsa-let-7i-3p	0.5183255453427533E0	0.6307334949351576E0	5.041283554111399E0	2.3337911030490077E0	5.041283554111399E0	55.72030640668527E0	11.052801492592323E0
hsa-miR-655-3p	0.5255676997533031E0	0.6369972101601993E0	0.02310199660663357E0	-5.43583864679093E0	-43.286301916989174E0	0.009999999999990905E0	0.4328630194449232E0
hsa-miR-30c-2-3p	0.5255752559077552E0	0.6369972101601993E0	0.6794133025954616E0	-0.5576386290979479E0	-1.4718581402216422E0	473.79531971070276E0	697.3594981606327E0
hsa-miR-378d	0.5332519866083512E0	0.645011384999323E0	3.7304312853760058E0	1.899342434047241E0	3.7304312853760058E0	55.72030640668524E0	14.936692873215836E0
hsa-miR-330-3p	0.5354176157508049E0	0.64634078714141E0	9.274109708474326E0	3.2132087932355877E0	9.274109708474326E0	153.3372002453235E0	16.53389974970177E0
hsa-miR-503-3p	0.5527055403845197E0	0.6658838120735963E0	7.542857243481663E0	2.9151111216595753E0	7.542857243481663E0	55.72030640668524E0	7.3871617331514585E0
hsa-miR-421	0.5636482720429669E0	0.6777199461469007E0	0.962886273694734E0	-0.05456268317950232E0	-1.0385442469367179E0	724.7394137946646E0	752.6739487295456E0
hsa-miR-2277-5p	0.5708521794117999E0	0.6850226152941599E0	8.730913106111904E0	3.1261325432901814E0	8.730913106111904E0	222.85122562674093E0	25.524389355013867E0
hsa-miR-92a-1-5p	0.5743840493890564E0	0.6873337872614823E0	8.518054597006406E0	3.0905239769624413E0	8.518054597006406E0	55.72030640668527E0	6.541435694261736E0
hsa-miR-126-5p	0.5750465843920323E0	0.6873337872614823E0	2.6029872215234096E0	1.380168229340927E0	2.6029872215234096E0	32131.05307768265E0	12343.915024556634E0
hsa-miR-1287-5p	0.5852652418161612E0	0.6981707412216412E0	9.106749130436489E0	3.186936141798579E0	9.106749130436489E0	55.72030640668523E0	6.118572674816663E0
hsa-miR-320b	0.5922795914767698E0	0.7051501619546611E0	13.395236042140464E0	3.7436480985256693E0	13.395236042140464E0	167.14091922005568E0	12.477638962165315E0
hsa-miR-181b-5p	0.6072943143284739E0	0.7202670497147483E0	23.03933388147908E0	4.526027100739677E0	23.03933388147908E0	1114.2161281337048E0	48.36147317779458E0
hsa-miR-3180-3p	0.6073538983568257E0	0.7202670497147483E0	9.782855825994288E0	3.2902556803687384E0	9.782855825994288E0	55.72030640668524E0	5.695709655371729E0
hsa-miR-760	0.6123606053187712E0	0.7247861852015144E0	253.3525855922034E0	7.985002742148167E0	253.3525855922034E0	153.33720024532352E0	0.6052324263578441E0
hsa-miR-539-3p	0.6330493093878226E0	0.7478126344815214E0	92.06431106053792E0	6.524570095563832E0	92.06431106053792E0	55.72030640668521E0	0.6052324263578157E0
hsa-miR-7706	0.6420368500648168E0	0.7569539516328384E0	7.295472742099684E0	2.867001466914247E0	7.295472742099684E0	55.72030640668524E0	7.637655345683488E0
hsa-miR-381-3p	0.6447165841241931E0	0.7586373786005067E0	11.716436338376074E0	3.5504619224328247E0	11.716436338376074E0	55.72030640668527E0	4.755738415188716E0
hsa-miR-378c	0.6485260985020641E0	0.7602629111129221E0	4.101288431009166E0	2.0360772075407865E0	4.101288431009166E0	473.79531971070276E0	115.52353060942852E0
hsa-miR-183-5p	0.6486071370385821E0	0.7602629111129221E0	1.1967184605343049E0	0.2590837843903763E0	1.1967184605343049E0	3191.778336694573E0	2667.1087994854925E0
hsa-miR-320d	0.6516019454721318E0	0.762298801073575E0	16.81420225261809E0	4.071608426919053E0	16.81420225261809E0	167.1409192200557E0	9.94046084549575E0
hsa-miR-191-5p	0.6939158595342901E0	0.8102370151787666E0	1.0947722374794102E0	0.1306307547235936E0	1.0947722374794102E0	22824.52765996212E0	20848.65406540087E0
hsa-miR-129-5p	0.7220926279108805E0	0.8415156394499876E0	17.715066418237598E0	4.146904969380133E0	17.715066418237598E0	153.33720024532352E0	8.655750791486263E0
hsa-miR-147b-5p	0.7417849608673293E0	0.8628055398955883E0	18.183779269961605E0	4.184580171613716E0	18.183779269961605E0	55.72030640668524E0	3.0642863374083316E0
hsa-miR-27b-3p	0.7485782225485361E0	0.8690390859471512E0	1.0622416720825691E0	0.08711203304420889E0	1.0622416720825691E0	6912.546868998779E0	6507.508649492122E0
hsa-miR-92b-3p	0.7527187255307128E0	0.8715865078617534E0	2.056837751336532E0	1.0404279948476953E0	2.056837751336532E0	515.7019071426557E0	250.72561350293552E0
hsa-miR-6514-5p	0.7539944999610597E0	0.8715865078617534E0	17.215394772109814E0	4.105627359108287E0	17.215394772109814E0	55.72030640668523E0	3.2366557443212436E0
hsa-miR-1275	0.7550873211673607E0	0.8715865078617534E0	19.26760267256427E0	4.26810517365338E0	19.26760267256427E0	55.72030640668524E0	2.8919169304954204E0
hsa-miR-23a-5p	0.7594081946481905E0	0.8749075398418317E0	19.26760267256432E0	4.2681051736533835E0	19.26760267256432E0	55.72030640668523E0	2.8919169304954124E0
hsa-miR-199a-5p	0.7796933376740679E0	0.8962599345720302E0	0.39704112935103897E0	-1.332639631505735E0	-2.5186307565528367E0	794.2534391760821E0	2000.4311407187972E0
hsa-miR-3679-5p	0.7808997449736501E0	0.8962599345720302E0	27.37448419368104E0	4.774759875738918E0	27.37448419368104E0	153.33720024532352E0	5.601464454077931E0
hsa-let-7a-5p	0.8008575985265581E0	0.9162817332247213E0	0.9702139774057116E0	-0.043625130991975195E0	-1.0307004674102245E0	8902.827889141437E0	9176.14886665772E0
hsa-miR-382-5p	0.8013685125562744E0	0.9162817332247213E0	537.5441872020047E0	9.070239541754958E0	537.5441872020047E0	779.9542896935934E0	1.4509584652478225E0
hsa-miR-150-5p	0.8088058624003708E0	0.922766962599263E0	58.535049900836356E0	5.871228842248792E0	58.535049900836356E0	557.1130640668523E0	9.517597826050803E0
hsa-miR-376c-3p	0.810627550783767E0	0.922766962599263E0	298.28397883436963E0	8.220542680766915E0	298.28397883436963E0	306.66440049064704E0	1.028095445802819E0
hsa-miR-3150a-5p	0.8116085661145334E0	0.922766962599263E0	20.48881510438464E0	4.356764648662731E0	20.48881510438464E0	55.72030640668524E0	2.71954752358251E0
hsa-miR-10b-3p	0.8352576854322386E0	0.947876699198383E0	1.1054603478922964E0	0.14464727759638146E0	1.1054603478922964E0	320.46811946537923E0	289.89562590007614E0
hsa-let-7d-3p	0.839747356411319E0	0.9511904635238493E0	19.802562529206295E0	4.307615227665376E0	19.802562529206295E0	55.72030640668521E0	2.8137927248763503E0
hsa-miR-1296-3p	0.8433770201906639E0	0.9535195414842207E0	41.9009192320121E0	5.388909989335098E0	41.9009192320121E0	153.33720024532352E0	3.659518763766176E0
hsa-miR-491-5p	0.8479053642491972E0	0.9568540982030046E0	26.99794110937604E0	4.754777484957874E0	26.99794110937604E0	153.33720024532352E0	5.67958865969706E0
hsa-miR-152-3p	0.8570428830039114E0	0.9639125905454751E0	1.9364433123781275E0	0.9534092683954338E0	1.9364433123781275E0	919.4777709641846E0	474.8281372266811E0
hsa-miR-501-5p	0.8573413965412723E0	0.9639125905454751E0	13.915265265082583E0	3.7985965057467133E0	13.915265265082583E0	55.72030640668524E0	4.004257577592E0
hsa-miR-574-3p	0.8692617872892114E0	0.9755048946245596E0	1.3281628156334704E0	0.409432013333146E0	1.3281628156334704E0	780.4497202013499E0	587.6159993168526E0
hsa-miR-497-3p	0.8737884197296367E0	0.978397861679325E0	29.73618716080833E0	4.894147768611302E0	29.73618716080833E0	55.72030640668523E0	1.8738214846926435E0
hsa-miR-376a-3p	0.8750687145712774E0	0.978397861679325E0	205.91763615471152E0	7.685923587026739E0	205.91763615471152E0	334.2718384401114E0	1.623327872160644E0
hsa-miR-186-5p	0.8882531322540422E0	0.9907300771544579E0	0.9957440506199502E0	-0.006153140098790276E0	-1.0042741399031208E0	2006.5718916561818E0	2015.1482606482414E0
hsa-miR-200b-3p	0.8893682540792494E0	0.9907300771544579E0	317.02602886711907E0	8.308457484953008E0	317.02602886711907E0	459.99160073597056E0	1.4509584652477088E0
hsa-let-7g-5p	0.8967674040240835E0	0.9971395354836599E0	1.0156272768176073E0	0.022371047243631623E0	1.0156272768176073E0	1894.6558483350555E0	1865.5031147517593E0
hsa-miR-185-5p	0.9058667010601927E0	1.0E0	1.0485875672907439E0	0.0684473455746475E0	1.0485875672907439E0	1490.8799845135259E0	1421.7982655979763E0
hsa-miR-196b-5p	0.9190804851835321E0	1.0E0	102.101355314909E0	6.673858206755575E0	102.101355314909E0	459.9916007359705E0	4.505244802655966E0
hsa-miR-584-5p	0.9236357577325409E0	1.0E0	34.32473952366275E0	5.101176867281708E0	34.32473952366275E0	55.72030640668521E0	1.623327872160587E0
hsa-miR-181a-3p	0.9252248386455493E0	1.0E0	1.3071718504472696E0	0.3864488209268648E0	1.3071718504472696E0	320.46811946537923E0	245.16142949469838E0
hsa-miR-548h-5p	0.9352532414548798E0	1.0E0	38.40241309929221E0	5.263125063568173E0	38.40241309929221E0	55.72030640668524E0	1.4509584652477108E0
hsa-miR-6807-5p	0.948441610435891E0	1.0E0	115.1934552844316E0	6.847914942172017E0	115.1934552844316E0	167.1409192200557E0	1.4509584652477088E0
hsa-miR-365a-5p	0.9539696738594479E0	1.0E0	94.45855193964044E0	6.561609513866072E0	94.45855193964044E0	153.33720024532352E0	1.6233278721606297E0
hsa-miR-424-5p	0.9562056217251662E0	1.0E0	0.9719312927861924E0	-0.041073763628470754E0	-1.028879312171691E0	640.9262389307582E0	659.4357478670379E0
hsa-miR-379-5p	0.9611366048007639E0	1.0E0	141.83138860370752E0	7.1480330395004925E0	141.83138860370752E0	445.6924512534822E0	3.142410543027836E0
hsa-miR-122-5p	0.9708130890660255E0	1.0E0	50.226542327509705E0	5.650378055968093E0	50.226542327509705E0	111.43061281337046E0	2.218560298518465E0
hsa-miR-28-3p	0.9742163992616408E0	1.0E0	1.0191047900346746E0	0.02730240507635171E0	1.0191047900346746E0	1477.0762655387935E0	1449.3860493814536E0
hsa-miR-126-3p	0.978177128866085E0	1.0E0	4.122990568376296E0	2.043691160965898E0	4.122990568376296E0	95182.30707209112E0	23085.744551389012E0
hsa-miR-1248	0.9893826889021342E0	1.0E0	159.0611388216412E0	7.313437595038214E0	159.0611388216412E0	459.99160073597056E0	2.8919169304954213E0
hsa-miR-654-3p	0.9900798156907645E0	1.0E0	135.38458462450896E0	7.080919667595525E0	135.38458462450896E0	334.2718384401114E0	2.469053911050196E0
hsa-miR-154-5p	0.9924567868571996E0	1.0E0	54.1976006183015E0	5.760157078335509E0	54.1976006183015E0	55.72030640668524E0	1.028095445802819E0
hsa-miR-3180-5p	0.9996705934272059E0	1.0E0	81.83127442175712E0	6.3545804151957155E0	81.83127442175712E0	153.33720024532352E0	1.8738214846926269E0
hsa-miR-3689e	0.9999999999999928E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999763531E0	0.009999999999763531E0
hsa-miR-3689b-5p	0.9999999999999933E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999763531E0	0.009999999999763531E0
hsa-miR-487b-3p	0.9999999999999956E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-495-5p	0.9999999999999958E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-487a-5p	0.9999999999999987E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.010000000000000231E0
hsa-let-7f-1-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-873-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-379-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-376a-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-380-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-495-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-758-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-496	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-493-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-493-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-136-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-487a-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-485-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-543	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-544a	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-4798-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-34a-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-3689a-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-3689a-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999763531E0	0.009999999999763531E0
hsa-miR-1271-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-154-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-1270	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000019327E0	0.010000000000019327E0
hsa-miR-410-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-127-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-329-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-3689f	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000218279E0	0.010000000000218279E0
hsa-miR-431-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-431-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-370-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-656-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-370-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-665	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-1185-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-6720-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-412-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-1185-2-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-411-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-410-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-1262	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-376b-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
