microRNA ID	P-value (EV CL1-5 vs. EV CL1-0)	FDR step up (EV CL1-5 vs. EV CL1-0)	Ratio (EV CL1-5 vs. EV CL1-0)	Log2(Ratio) (EV CL1-5 vs. EV CL1-0)	Fold change (EV CL1-5 vs. EV CL1-0)	LSMean(EV CL1-5) (EV CL1-5 vs. EV CL1-0)	LSMean(EV CL1-0) (EV CL1-5 vs. EV CL1-0)
hsa-miR-7706	0.8817615095588419E0	1.0E0	0.29024247782240126E0	-1.784669417456968E0	-3.445395062441197E0	16.172399793121283E0	55.72030640668524E0
hsa-miR-28-5p	0.8817888024589028E0	1.0E0	0.29024247782240126E0	-1.784669417456968E0	-3.445395062441197E0	16.172399793121283E0	55.72030640668524E0
hsa-miR-561-3p	0.8818023064652575E0	1.0E0	0.29024247782240126E0	-1.784669417456968E0	-3.445395062441197E0	16.172399793121283E0	55.72030640668524E0
hsa-miR-676-3p	0.8818188993264794E0	1.0E0	0.29024247782240126E0	-1.784669417456968E0	-3.445395062441197E0	16.172399793121283E0	55.72030640668524E0
hsa-miR-195-5p	0.8819144436158662E0	1.0E0	0.2902424778224012E0	-1.7846694174569682E0	-3.445395062441198E0	16.17239979312128E0	55.72030640668524E0
hsa-miR-378d	0.8819546231262833E0	1.0E0	0.29024247782240126E0	-1.784669417456968E0	-3.445395062441197E0	16.172399793121283E0	55.72030640668524E0
hsa-miR-301a-3p	0.8944512645815803E0	1.0E0	0.5810588848299739E0	-0.7832437203325032E0	-1.720995971505735E0	477.83743900249306E0	822.3563076333031E0
hsa-miR-299-5p	0.8972807664562527E0	1.0E0	1.425229943042176E0	0.5111946988734002E0	1.425229943042176E0	377.3407628481925E0	264.75781305869396E0
hsa-miR-3621	0.9067107434953952E0	1.0E0	1.166822184379826E0	0.22258472106290864E0	1.166822184379826E0	568.9413754352661E0	487.599038685435E0
hsa-miR-642a-3p	0.9188059370394803E0	1.0E0	2.6107465571485693E0	1.3844624122689297E0	2.6107465571485693E0	145.47159813809154E0	55.72030640668524E0
hsa-let-7d-5p	0.9239395670907254E0	1.0E0	0.7915090857266152E0	-0.337322183744745E0	-1.2634093758784684E0	1599.537790079904E0	2020.87104113867E0
hsa-miR-1197	0.9461155285454164E0	1.0E0	0.5592343103190717E0	-0.8384752187793495E0	-1.7881592412122371E0	31.160707121051644E0	55.72030640668525E0
hsa-miR-154-5p	0.9461415801795056E0	1.0E0	0.5592343103190718E0	-0.8384752187793492E0	-1.788159241212237E0	31.160707121051644E0	55.72030640668524E0
hsa-miR-185-5p	0.9487275849414453E0	1.0E0	1.1911590597592627E0	0.2523660743304216E0	1.1911590597592627E0	1775.875200619496E0	1490.8799845135259E0
hsa-miR-6724-5p	0.9490951450698536E0	1.0E0	1.48800590566194E0	0.5733802522875348E0	1.48800590566194E0	705.0102338518303E0	473.7953197107027E0
hsa-miR-487b-5p	0.9546812000470937E0	1.0E0	1.6773439950749842E0	0.7461785917620961E0	1.6773439950749842E0	93.46212136315494E0	55.72030640668523E0
hsa-miR-98-5p	0.9551056851223341E0	1.0E0	0.9939031326525061E0	-0.008822843554288511E0	-1.0061342671606466E0	623.2990371405847E0	627.1225199560264E0
hsa-miR-760	0.966121601833086E0	1.0E0	0.6324909976904848E0	-0.6608831489613957E0	-1.5810501709138303E0	96.98439875872769E0	153.33720024532352E0
hsa-miR-136-3p	0.9694177241902832E0	1.0E0	1.4505349458301309E0	0.5365850529082091E0	1.4505349458301309E0	161.6339979312129E0	111.43061281337054E0
hsa-miR-183-5p	0.9827548103259973E0	1.0E0	0.6310477748705844E0	-0.6641788631189014E0	-1.5846660741416616E0	2014.1646170946542E0	3191.778336694573E0
hsa-miR-539-3p	0.9881775170090027E0	1.0E0	0.8703684977346485E0	-0.20030175450369256E0	-1.148938642198965E0	48.49719937936385E0	55.72030640668521E0
hsa-miR-330-5p	0.9900117126752287E0	1.0E0	1.1182891527217238E0	0.1612932698101111E0	1.1182891527217238E0	62.311414242103304E0	55.72030640668523E0
hsa-miR-551a	0.9900117269151902E0	1.0E0	1.118289152721723E0	0.16129326981010997E0	1.118289152721723E0	62.311414242103304E0	55.72030640668527E0
hsa-miR-501-5p	0.9905694180178752E0	1.0E0	1.1182891527217236E0	0.16129326981011083E0	1.1182891527217236E0	62.311414242103304E0	55.72030640668524E0
hsa-miR-4450	0.9999999999999933E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.010000000000005116E0
hsa-miR-651-5p	0.9999999999999936E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999990905E0
hsa-miR-4783-3p	0.9999999999999947E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999999787E0
hsa-miR-7974	0.999999999999995E0	1.0E0	0.9999999999971578E0	-4.100385924888922E-12	-1.0000000000028422E0	0.009999999999990905E0	0.010000000000019327E0
hsa-let-7c-3p	0.9999999999999953E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999990905E0
hsa-miR-570-3p	0.9999999999999968E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.010000000000005116E0
hsa-miR-651-3p	0.999999999999997E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999999787E0
hsa-miR-338-3p	0.9999999999999973E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999990905E0
hsa-miR-183-3p	0.9999999999999977E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.010000000000005116E0
hsa-miR-20b-3p	0.9999999999999978E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999999787E0
hsa-miR-887-3p	0.9999999999999984E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999999787E0
hsa-miR-487a-5p	0.9999999999999987E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.010000000000000231E0
hsa-miR-3171	0.9999999999999999E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-190a-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-6844	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-449c-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-127-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-188-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.010000000000005116E0
hsa-miR-744-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.010000000000005116E0
hsa-miR-3611	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-18b-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999999787E0
hsa-miR-544b	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-450a-2-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-450a-1-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.010000000000005116E0
hsa-miR-675-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-6733-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-450a-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-33a-3p	1.0E0	1.0E0	1.000000000001421E0	2.0501929624400907E-12	1.000000000001421E0	0.010000000000005116E0	0.009999999999990905E0
hsa-miR-192-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.010000000000005116E0
hsa-miR-124-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-4677-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-194-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.00999999999999801E0
hsa-miR-4746-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-664a-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-4766-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-346	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-4467	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-3657	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-182-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.010000000000005116E0
hsa-miR-1294	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-1305	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-1286	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.00999999999999801E0
hsa-miR-3909	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-3912-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-98-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-3940-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-3942-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-376a-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-135b-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-410-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-1284	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-1185-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-4458	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-411-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-1278	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-12135	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999990905E0	0.009999999999990905E0
hsa-miR-147b-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-3689a-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-1277-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.010000000000005116E0
hsa-miR-3688-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-1277-3p	1.0E0	1.0E0	1.000000000001421E0	2.0501929624400907E-12	1.000000000001421E0	0.010000000000005116E0	0.009999999999990905E0
hsa-miR-153-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.010000000000005116E0
hsa-miR-3684	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-154-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-3662	1.0E0	1.0E0	1.000000000001421E0	2.0501929624400907E-12	1.000000000001421E0	0.010000000000005116E0	0.009999999999990905E0
hsa-miR-181b-2-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999990905E0
hsa-miR-412-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-4775	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-652-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.010000000000005116E0
hsa-miR-4791	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-5000-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-573	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-5009-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-5699-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-5697	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-3143	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-3140-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-5583-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-556-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.00999999999999801E0
hsa-miR-551b-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-380-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-3131	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-548u	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-576-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-548o-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-548l	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-101-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-3129-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999990905E0
hsa-miR-29b-2-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-3129-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.010000000000005116E0
hsa-miR-548e-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.010000000000005116E0
hsa-miR-5187-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-3115	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-548a-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-1257	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-545-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-545-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-548n	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.010000000000005116E0
hsa-miR-196a-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-26b-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-499a-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-3065-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999990905E0
hsa-miR-4798-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-19a-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-6505-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-643	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-1262	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-1247-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-106a-3p	1.0E0	1.0E0	0.9999999999980682E0	-2.78698105832167E-12	-1.0000000000019318E0	0.010000000000000009E0	0.010000000000019327E0
hsa-miR-200c-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-204-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-2116-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-212-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000009E0	0.009999999999999787E0
hsa-miR-219b-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-579-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.010000000000005116E0
hsa-miR-22-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
hsa-miR-488-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-491-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.00999999999999801E0
hsa-miR-10523-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-103a-2-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-597-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-2278	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-496	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.00999999999999801E0
hsa-miR-101-2-5p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-3163	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.009999999999999787E0	0.009999999999999787E0
hsa-miR-582-5p	1.0E0	1.0E0	1.000000000001421E0	2.0501929624400907E-12	1.000000000001421E0	0.010000000000005116E0	0.009999999999990905E0
hsa-miR-2682-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.01E0	0.009999999999999787E0
hsa-miR-580-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.00999999999999801E0	0.010000000000005116E0
hsa-miR-624-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000000231E0	0.009999999999999787E0
hsa-miR-379-3p	1.0E0	1.0E0	1.0E0	0.0E0	-1.0E0	0.010000000000005116E0	0.010000000000005116E0
